evolution$generation,growthRate,gravityWeight,gravityGamma,gravityDecay,nwThreshold,nwExponent,nwGmax,slimeMouldFun,logmsepop,logmsedist
911,0.09539448363239471,0.02694435182558108,6.542436613510781,26.191291824694215,0.7439386900989905,0.8417544862797478,0.046559165274774335,1,39.45682877085189,21.967651488558495
911,0.013286676752051856,0.010899565387824188,0.1,1000.0,0.12747393984489874,5.404283521624928,0.16462164632313545,0,25.000834186708378,21.96784267848913
911,0.19194431803854584,0.0019203975941742629,9.906230363301264,564.4442648499228,7.717947042230377,6.426300789270787,0.17577582684402565,1,30.0405501569983,21.967652596161926
911,0.07407519324134873,6.316204196730995E-4,6.306762916688015,1000.0,16.65458921833135,4.201781491803128,0.012328106682637155,0,25.572301936449556,21.96768426822636
911,0.012420345608771297,0.009514068440981883,0.1,679.9533373314979,3.7176617390199644,5.31045814248163,0.15403464884885176,1,25.246369580675122,21.967698078835923
911,0.0129113974351927,0.01163881247398266,0.10000071536579842,1000.0,0.1,5.4404776698462864,0.16184339430472425,1,25.255527388782603,21.967697214219196
911,0.05783426004532593,6.811519247052744E-4,8.321041488449495,54.83038837563337,17.341343488345615,10.0,0.0396441338699362,1,25.606839083889152,21.96765427308069
911,0.03839814596803818,6.735006140970871E-4,6.036965971281333,83.36268741432153,20.0,5.126663387234555,0.012046241159883682,1,25.581670708025147,21.96765459465783
911,0.04008845360472526,6.901639563950472E-4,7.788838229522049,83.36083287430924,18.353165079756277,6.13530134152966,0.01536554652240621,1,25.593449587732486,21.967654520122416
911,0.013202694338257562,0.011366192607853957,0.1,1000.0,0.4081199629451271,5.433658827710902,0.18818093624427273,1,25.133752344564268,21.96769851934259
911,0.06681138668296466,7.081631679945193E-4,9.191610421579222,28.365660663407503,5.803820400006696,6.581469010881308,0.15795668718134082,1,25.713141382201837,21.967653059686057
911,0.0703048605800804,5.0E-5,7.19329158867883,129.94130797341128,20.0,9.355889841137088,0.1857116232834494,1,28.342788126331396,21.967652724880967
