evolution$generation,growthRate,gravityWeight,gravityGamma,gravityDecay,nwThreshold,nwExponent,nwGmax,slimeMouldFun,logmsepop,logmsedist
1424,0.18998871808399392,0.014045024759257108,0.1,35.29043583764106,7.505634323062113,1.3829836125450432,0.00393865143189569,1,26.754572963973615,21.407793241517428
1424,0.015501643496228141,0.0028070795655935413,10.0,247.29052472068085,1.7385465962267865,1.8768265456342028,0.2,1,32.84573857409876,21.40778193614147
1424,0.003657312299478003,0.002212579901546873,8.982679302543632,131.4126516482469,8.007998202497385,1.8993487237953317,0.2,1,32.05080818480363,21.407782157327443
1424,0.16508878802686736,3.9879907424293534E-4,9.63466786226345,245.1499424599379,5.9317830131966405,6.604093205362714,0.13208704638592103,1,28.631728821674194,21.40778380665361
1424,0.006266349704613483,0.002691781362887618,8.822110711378404,132.85157010740184,8.409799380564612,2.056781444646842,0.19642048020211855,1,32.70807784417539,21.407782079401105
1424,0.0,0.002600849114172008,8.848652453686563,133.2892536614286,8.423265087299024,2.1435775180074703,0.19688781333917113,1,32.59390776142786,21.407782079838256
1424,0.15751104457576684,6.709118921207426E-4,10.0,242.90019836838795,5.8045581478879615,6.721328414461741,0.1317382024014073,1,27.61439906423513,21.407783949809264
1424,0.2,0.014388570341388922,0.1,44.624796506761264,11.153455363613528,1.5843393087747024,0.0,1,27.059455805693453,21.407791714452173
1424,0.003115404445577225,0.0010454827511502676,8.955222388070078,144.0166047761252,9.234264547518451,1.8691157486755625,0.2,1,29.121920284454927,21.40778337532774
1424,0.1510200735931836,7.670109499189043E-4,9.983911096400346,222.190394489489,5.516465147110383,7.298097318036527,0.131499070097114,1,27.78068475744829,21.40778381381055
1424,0.2,5.0E-5,9.714434259252252,169.87838527038616,6.964511163309721,9.107284564054872,0.14020036279706033,1,29.817457320367843,21.40778291437422
