evolution$generation,growthRate,gravityWeight,gravityGamma,gravityDecay,nwThreshold,nwExponent,nwGmax,logmsepop,logmsedist
1317,0.02163003891295756,0.004696845925676989,0.26547274602239723,401.36774132877974,0.9449191532914053,7.544544694827975,0.18319619419837357,24.065863884457862,24.11174849858067
1317,0.08918240801383348,0.017367125266564556,5.797756858047416,69.44513367845397,0.9961148525278645,9.989468441449622,0.19999831094862028,38.01484445972383,24.11165959239333
1317,0.0035613344501826405,0.011281775546467955,3.8548015849599704,100.47752552558804,0.9629015582634288,9.27719301336125,0.19650149244988274,34.81329556383308,24.11167265503764
1317,0.014101909351791113,0.0019304099654003483,0.9341421535367518,402.92203304592863,0.9464456328661133,7.708415728618227,0.17730330583669607,25.222347132074667,24.111728793511254
1317,0.007573320821523218,0.0011414149217551196,1.3502403672970895,370.87985136378904,0.9598168997548393,7.847173854444517,0.17014852143829834,25.50267425305985,24.111727527791686
1317,0.0655380399767098,0.01065630300251357,7.079400849869416,75.26208078591601,0.9788508870860013,9.931424494676433,0.19995785162787905,35.55694926890078,24.111661873303582
1317,0.057176274375107486,0.015091028177305335,5.300920339212538,13.158741695217586,0.95036015131528,9.87454911541566,0.2,36.971189190762026,24.111660202647357
1317,0.06550401026112884,0.010481007565711771,7.0633790538725165,75.2439102300176,0.9793853250170683,9.905694169615371,0.19995595975288613,35.489357093363466,24.111663147854557
1317,0.023633215297968954,0.013940009548518192,4.828744489492646,16.36263772082736,0.942921613637432,9.745581685976793,0.2,36.144643072745794,24.111660215300308
1317,0.08668213128274603,0.01726963850709451,5.846061765234204,71.97477401519339,0.9956810875727672,9.930461750586803,0.2,37.96045926785891,24.11165959677197
1317,0.0,0.001775063252247136,1.3182007886415457,382.55114482215083,0.9684419194407897,8.040106892148735,0.2,25.528797298096965,24.111698457683666
1317,0.08215889058275701,0.01530494559877612,6.884049979234404,83.88813011127294,0.9545875716165507,9.554096620158042,0.2,37.34342584837436,24.11166019602886
1317,0.023915756376113248,0.0020960408234554475,0.5500299620018984,341.5483026399658,0.957028203089801,7.339757194122827,0.17864120475251974,24.331813523284232,24.111737344489054
1317,0.08322470971662749,0.015463239445914757,7.709298018347514,83.89017160988054,0.954405353807443,9.54637957727767,0.2,37.40370877199191,24.11166018414601
1317,0.06316321439227282,0.015195542285360662,5.2939193305478085,27.795868151513954,0.9486586732596032,9.917611221356786,0.19999835346687556,37.07839886211343,24.111660200874713
1317,0.023540697090082323,0.013641079084778324,4.708794045244422,37.29801151756796,0.9414751134955344,9.80337137647606,0.2,36.03737341773812,24.111660235537553
1317,0.07478559943605066,0.015829031520842047,5.389857537264925,83.68117637260607,0.9789496878531714,9.88207941678865,0.2,37.41067746189942,24.111660071084074
1317,0.07460557720703923,0.01586862201161604,5.366972715247625,83.8738904128407,0.9789191562355366,9.89251909893527,0.2,37.420263935907805,24.1116600697315
1317,0.06315926406225528,0.015219880303734269,5.309829647936088,25.249802216812192,0.9492467154780945,9.873483882085084,0.2,37.0859356493932,24.11166019638831
1317,0.06853792397771324,0.01642667370241924,4.715222511214254,92.52464604431114,0.9769874985337239,9.879366575065431,0.19999999999999998,37.51217888945158,24.111660030162803
1317,0.07422067247404274,0.015895326916503843,5.3859579861772,84.54788261851003,0.9803183856884761,10.0,0.2,37.42364442955367,24.11166006888214
1317,0.016492814930729707,0.0018485474650306209,0.751605247293851,372.873821183235,0.9460027986494054,7.675390040075555,0.17876708208967432,24.434630794014005,24.11173087265661
1317,0.06822186896506928,0.016363049406252744,4.744446427153757,92.6489708917406,0.9786583646942859,9.8853705934263,0.2,37.4898558670139,24.11166003161672
